label,label_name,setting,n,method,rejection_rate,binomial_se,ci_lower,ci_upper,mean_stat,mean_cutoff,median_cond_sigma_hat,median_cond_sigma_reg,median_lambda,n_tests_per_cell_actual,B_boot_actual,alpha
6,normal colon mucosa,H0_external,50,cnn_multilayer_single_gaussian,0.057,0.0032787497617232093,0.050573650467022516,0.06342634953297749,3.1188949844101854,10.45810060722211,72.80518649748157,72.62087056428228,4.856169183175955e-05,5000,500,0.05
6,normal colon mucosa,H0_external,50,raw_pixel_gaussian5,0.0466,0.002980887116279313,0.04075746125209255,0.052442538747907455,2.7262006552047837,9.85891330993866,101336628.05342233,47495.063063748996,8.42840081648082e-06,5000,500,0.05
6,normal colon mucosa,H0_external,80,cnn_final_fc128_gaussian5,0.06,0.0033585711247493327,0.05341720059549131,0.06658279940450869,4.393299230866515,13.236217817198,79391.5039593548,28773.798186969772,2.5879930709711944e-05,5000,500,0.05
6,normal colon mucosa,H0_external,80,cnn_multilayer_gaussian15,0.0688,0.0035795686891020822,0.06178404536935992,0.07581595463064009,14.241043018149306,33.69198783687416,633914.0361850634,106034.36591540318,3.6366189262379413e-05,5000,500,0.05
6,normal colon mucosa,H0_external,80,cnn_multilayer_single_gaussian,0.058,0.003305631558416636,0.0515209621455034,0.06447903785449662,3.139198221279441,10.445860149488285,68.96307934853455,68.7977632844665,4.70367884449988e-05,5000,500,0.05
6,normal colon mucosa,H0_external,80,raw_pixel_gaussian5,0.0492,0.0030587369942510585,0.043204875491267926,0.055195124508732075,2.8036240961901697,9.998969871739341,45487317.03261557,46497.15207013765,5.7302059029553585e-06,5000,500,0.05
6,normal colon mucosa,H0_external,100,cnn_final_fc128_gaussian5,0.05,0.0030822070014844883,0.04395887427709041,0.0560411257229096,4.146656008249584,13.209007905401586,74168.4293922088,28082.90829449976,2.5167850335479708e-05,5000,500,0.05
6,normal colon mucosa,H0_external,100,cnn_multilayer_gaussian15,0.0612,0.0033898247742324378,0.05455594344250442,0.06784405655749558,13.625422627427655,33.59335868013341,589604.8515892443,104518.95009810495,3.569721740141243e-05,5000,500,0.05
6,normal colon mucosa,H0_external,100,cnn_multilayer_single_gaussian,0.0508,0.0031054584202658392,0.04471330149627895,0.056886698503721043,2.9575035344220106,10.384600727556148,67.63653885009917,67.47639365678324,4.645062265906002e-05,5000,500,0.05
6,normal colon mucosa,H0_external,100,raw_pixel_gaussian5,0.047,0.002993025225419926,0.041133670558176946,0.052866329441823054,2.7405003484651655,10.063802766302173,32887376.575394467,45958.253805933506,4.8286196705397804e-06,5000,500,0.05
6,normal colon mucosa,H0_source,20,cnn_final_fc128_gaussian5,0.0978,0.0042008370594442245,0.08956635936348932,0.10603364063651068,7.50485221640863,13.708372789119853,155554.98077723576,35305.23049314556,3.9464770756773604e-05,5000,500,0.05
6,normal colon mucosa,H0_source,20,cnn_multilayer_gaussian15,0.1456,0.004987998396150504,0.135823523143545,0.155376476856455,24.581168553123895,35.381582056407446,1756351.9277849589,121542.10884806208,4.87935002577617e-05,5000,500,0.05
6,normal colon mucosa,H0_source,20,cnn_multilayer_single_gaussian,0.0696,0.003598773124274438,0.0625464046764221,0.07665359532357789,3.578524435005437,10.797354873626604,98.73265249516103,98.39383462281248,5.9071183757423155e-05,5000,500,0.05
6,normal colon mucosa,H0_source,20,raw_pixel_gaussian5,0.0938,0.004123143461001569,0.08571863881643692,0.10188136118356307,4.717001459575319,10.7304601902725,126156490.49700406,48013.74754743773,1.9624077049107366e-05,5000,500,0.05
6,normal colon mucosa,H0_source,30,cnn_final_fc128_gaussian5,0.0708,0.0036273229798296155,0.06369044695953395,0.07790955304046605,5.386323989771322,13.687564099523245,105391.61412826797,31722.25484742791,3.559496429338109e-05,5000,500,0.05
6,normal colon mucosa,H0_source,30,cnn_multilayer_gaussian15,0.1008,0.004257683877415043,0.09245493960026652,0.10914506039973348,18.23655324665911,34.830259264765246,1020012.2146012268,114978.70008768432,4.5532299052707596e-05,5000,500,0.05
6,normal colon mucosa,H0_source,30,cnn_multilayer_single_gaussian,0.0622,0.003415586626042443,0.05550545021295681,0.06889454978704318,3.376744307304365,10.712713436025314,90.11830470173322,89.84037540712319,5.663836971782201e-05,5000,500,0.05
6,normal colon mucosa,H0_source,30,raw_pixel_gaussian5,0.0768,0.0037656808149390463,0.06941926560271947,0.08418073439728052,4.181774609552696,10.902594783243963,44899318.76718515,47182.72101460596,1.4104009564421464e-05,5000,500,0.05
