"n","method","power","q_mean","t_kern","t_cov","t_sel","t_boot","t_stat","t_total","rep"
50,"GEXP_rich_13",0.35,13,0.00621821284294128,0.184936242103577,0,0.142255914211273,0.238103234767914,0.571513603925705,4
50,"NEW_13",0.17,4.095,0.000928884744644165,0.00341309070587158,0.00335315346717834,0.0449355065822601,0.0755308961868286,0.128161531686783,4
50,"NEW_25",0.165,4.01,0.0010997200012207,0.00565616369247436,0.00516265392303467,0.043299458026886,0.0736007380485535,0.128818733692169,4
100,"GEXP_5",0.325,5,0.00673007249832153,0.0831238532066345,0,0.122173256874084,0.152168761491776,0.364195944070816,4
100,"GEXP_rich_13",0.375,13,0.00704585909843445,0.137965029478073,0,0.0925840306282043,0.168797682523727,0.406392601728439,4
100,"NEW_13",0.225,4.47,0.00233133673667908,0.00573286890983582,0.001868497133255,0.0322416746616364,0.0491754174232483,0.0913497948646545,4
100,"NEW_25",0.165,4.025,0.00261080384254456,0.0119475424289703,0.00175899982452393,0.0321833777427673,0.0446213579177856,0.0931220817565918,4
200,"GEXP_5",0.56,5,0.0136714196205139,0.0551566171646118,0,0.1304461145401,0.126931735277176,0.326205886602402,4
200,"GEXP_rich_13",0.59,13,0.0360077059268951,0.800416305065155,0,0.512538113594055,0.659228765964508,2.00819089055061,4
200,"NEW_13",0.5,4.67,0.0235302293300629,0.0756476020812988,0.00487526893615723,0.316980940103531,0.225971987247467,0.647006027698517,4
200,"NEW_25",0.44,4.01,0.0211119794845581,0.122118707895279,0.00426919460296631,0.298443956375122,0.194500349760056,0.640444188117981,4
300,"GEXP_5",0.735,5,0.0829329419136047,0.450700823068619,0,0.674914323091507,0.458832236528397,1.66738032460213,4
300,"GEXP_rich_13",0.74,13,0.10715123295784,2.35195824027061,0,1.27894336342812,1.21287195801735,4.95092479467392,4
300,"NEW_13",0.75,4.605,0.0673200643062592,0.172540276050568,0.00562734484672546,0.623207889795303,0.390615402460098,1.25931097745895,4
300,"NEW_25",0.725,4,0.0626302468776703,0.294335083961487,0.00429685235023499,0.586288703680038,0.315743030309677,1.26329391717911,4
400,"GEXP_5",0.9,5,0.166824278831482,0.740279746055603,0,1.10445257544518,0.76622833609581,2.77778493642807,4
