outer_iter,inner_iter,scenario,method,reject,q,cond_raw,cond_reg,ridge_lambda,stat,cutoff
2,6,power,GEXP-5,0,5,26119874.84018707,1595105.717712454,3.968702833448655e-07,0.5719873049128346,12.970665611724227
2,6,power,NEW-MMMD,0,3,463.1664933257448,462.63509790445846,1.1784751307076427e-06,0.4075320206450887,6.891701308973923
2,7,power,GEXP-5,0,5,3612690.1500998507,1088902.8254767924,4.1342532743222864e-07,6.892683675893004,8.065339412066113
2,7,power,NEW-MMMD,0,4,23683.141693979218,22659.883276259745,1.1929500417252004e-06,6.413900668913527,8.241646765742464
2,8,power,GEXP-5,0,5,50689236.87734611,1615811.5652472186,4.223521971783007e-07,2.893119010487055,17.375301260549413
2,8,power,NEW-MMMD,0,4,49162.65395383391,45117.39363516994,1.257383252552563e-06,2.5688276901590754,7.268055152526694
2,1,type1_a,GEXP-5,0,5,9483468.979674676,1435721.6976387333,3.4875618257167336e-07,2.2327150741960793,13.864831651470771
2,1,type1_a,NEW-MMMD,0,4,49349.58662588687,45466.93436529294,1.0253365338409773e-06,2.135403845520716,7.950963731774903
2,2,type1_a,GEXP-5,0,5,42445377.41520992,1652618.7788345122,3.3114497795818595e-07,1.912793862166982,10.201599223272924
2,2,type1_a,NEW-MMMD,0,3,468.1948423160444,467.66155004270547,9.847403558445169e-07,0.6101598024302128,5.252473800083066
2,3,type1_a,GEXP-5,0,5,19509695.52931548,1447691.0068673906,4.115977536972289e-07,2.3455489817791033,7.2728731404750375
2,3,type1_a,NEW-MMMD,0,4,35123.37290744014,32915.344565042666,1.1935907581715028e-06,2.1244739531978585,10.062398679978713
2,4,type1_a,GEXP-5,0,5,9936038.430477541,1378967.0025769537,4.084594546410178e-07,1.4539258259030348,8.90183103356978
2,4,type1_a,NEW-MMMD,0,4,44918.489014799896,41544.71412134708,1.1709660938684112e-06,1.4388879129010883,18.03142735272012
2,5,type1_a,GEXP-5,0,5,21882453.12091745,1411174.9906137341,4.047198164214924e-07,0.3561804727219169,14.948150926327036
