train_label,train_label_name,test_label,test_label_name,representation,axis_method,repeat,train_source_n,train_external_n,test_source_n,test_external_n,auc,accuracy,effect_size
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,logistic_regression,9,863,863,1577,741,0.6692091185966966,0.6169111302847282,0.6611250323598571
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,mean_difference,9,863,863,1577,741,0.5757725125945932,0.5793787748058671,0.21973267629972812
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,logistic_regression,10,863,863,1577,741,0.6720553640087732,0.6169111302847282,0.6606082613122802
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,mean_difference,10,863,863,1577,741,0.5934199187544981,0.5841242450388265,0.2884790972690122
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,logistic_regression,11,863,863,1577,741,0.7082461531615488,0.5987920621225195,0.8203278446772629
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,mean_difference,11,863,863,1577,741,0.5955712900611609,0.58541846419327,0.3026185362987344
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,logistic_regression,12,863,863,1577,741,0.6773388033275227,0.5819672131147541,0.6902486571019615
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,mean_difference,12,863,863,1577,741,0.5977389207372854,0.5884383088869716,0.3085067907941337
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,logistic_regression,13,863,863,1577,741,0.6912944768633451,0.6013805004314063,0.7059036749148785
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,mean_difference,13,863,863,1577,741,0.5863950153907769,0.5819672131147541,0.2629214714863266
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,logistic_regression,14,863,863,1577,741,0.6401519138561491,0.5875754961173425,0.5822221651652371
8,colorectal adenocarcinoma epithelium,6,normal colon mucosa,residual_full,mean_difference,14,863,863,1577,741,0.5890350235375766,0.5802415875754962,0.2729107337894767
